Date ID,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
20200307,1,1,0,0,0,0
20200308,1,0,0,0,0,0
20200309,1,0,0,0,0,0
20200310,1,0,0,0,0,0
20200311,1,0,0,0,0,0
20200312,1,0,0,0,0,0
20200313,1,0,0,0,0,0
20200314,1,0,0,0,0,0
20200315,1,0,0,0,0,0
20200316,1,0,0,0,0,0
20200317,1,0,0,0,0,0
20200318,1,0,0,0,0,0
20200319,1,0,0,0,0,0
20200320,1,0,0,0,0,0
20200321,1,0,0,0,0,0
20200322,1,0,0,0,0,0
20200323,1,0,0,0,0,0
20200324,1,0,0,0,0,0
20200325,1,0,0,0,0,0
20200326,4,3,0,0,0,0
20200327,4,0,0,0,0,0
20200328,4,0,0,0,0,0
20200329,6,2,0,0,0,0
20200330,6,0,0,0,0,0
20200331,6,0,0,0,0,0
20200401,6,0,0,0,0,0
20200402,6,0,0,0,0,0
20200403,7,1,0,0,0,0
20200404,7,0,0,0,0,0
20200405,7,0,0,0,0,0
20200406,7,0,0,0,0,0
20200407,7,0,0,0,0,0
