Date ID,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
20200317,1,1,0,0,0,0
20200318,1,0,0,0,0,0
20200319,2,1,0,0,0,0
20200320,2,0,0,0,0,0
20200321,3,1,0,0,0,0
20200322,3,0,0,0,0,0
20200323,3,0,0,0,0,0
20200324,3,0,0,0,0,0
20200325,3,0,0,0,0,0
20200326,3,0,0,0,0,0
20200327,3,0,0,0,0,0
20200328,3,0,0,0,0,0
20200329,3,0,0,0,0,0
20200330,3,0,0,0,0,0
20200331,3,0,0,0,0,0
20200401,6,3,0,0,0,0
20200402,6,0,0,0,0,0
20200403,6,0,0,0,0,0
20200404,6,0,3,3,1,1
20200405,7,1,3,0,3,2
20200406,8,1,3,0,3,0
20200407,8,0,3,0,3,0
