Date ID,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
20200321,1,1,0,0,0,0
20200322,1,0,0,0,0,0
20200323,1,0,0,0,0,0
20200324,1,0,0,0,0,0
20200325,4,3,0,0,0,0
20200326,6,2,0,0,0,0
20200327,6,0,0,0,0,0
20200328,6,0,0,0,0,0
20200329,12,6,0,0,0,0
20200330,12,0,0,0,0,0
20200331,15,3,0,0,0,0
20200401,18,3,0,0,0,0
20200402,22,4,0,0,0,0
20200403,22,0,0,0,0,0
20200404,29,7,0,0,0,0
20200405,29,0,0,0,0,0
20200406,31,2,0,0,0,0
20200407,31,0,0,0,0,0
