Date ID,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
20200306,1,1,0,0,0,0
20200307,1,0,0,0,0,0
20200308,1,0,0,0,0,0
20200309,1,0,0,0,0,0
20200310,1,0,0,0,0,0
20200311,1,0,0,0,0,0
20200312,1,0,0,0,0,0
20200313,1,0,0,0,0,0
20200314,1,0,0,0,0,0
20200315,1,0,0,0,0,0
20200316,1,0,0,0,0,0
20200317,1,0,0,0,0,0
20200318,1,0,0,0,0,0
20200319,1,0,0,0,0,0
20200320,2,1,0,0,0,0
20200321,2,0,0,0,0,0
20200322,2,0,0,0,0,0
20200323,2,0,0,0,0,0
20200324,2,0,0,0,0,0
20200325,2,0,0,0,0,0
20200326,2,0,0,0,0,0
20200327,3,1,0,0,0,0
20200328,3,0,0,0,0,0
20200329,3,0,0,0,0,0
20200330,3,0,0,0,0,0
20200331,4,1,0,0,0,0
20200401,4,0,0,0,0,0
20200402,4,0,0,0,0,0
20200403,5,1,0,0,0,0
20200404,5,0,0,0,0,0
20200405,5,0,0,0,0,0
20200406,5,0,0,0,0,0
20200407,5,0,0,0,0,0
