Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,3172,583,10,0,62,6
Italy,20603,2853,2335,369,1809,368
Germany,4812,1039,14,0,12,4
Spain,6894,1848,571,0,288,152
The United Kingdom,1342,237,18,0,35,14
France,5217,875,36,0,127,36
Turkey,5,0,0,0,0,0
Iran (Islamic Republic of),9142,1611,4996,406,853,245
Belgium,1079,391,1,0,5,5
Canada,299,60,4,0,1,0
Netherlands,1115,168,0,0,20,8
Brazil,200,79,0,0,0,0
Switzerland,2184,839,3,0,13,2
Portugal,245,133,0,0,0,0
Austria,952,159,6,0,1,0
Israel,198,22,2,0,0,0
Sweden,989,65,0,0,3,3
Russian Federation,60,29,3,0,0,0
Norway,1076,170,0,0,1,0
Australia,266,44,27,3,5,2
Ireland,167,40,0,0,2,0
Czechia,298,84,0,0,0,0
India,109,7,3,0,2,0
Poland,134,26,13,13,3,0
Chile,75,14,0,0,0,0
Japan,633,10,157,22,24,2
Denmark,896,70,1,0,1,1
Ecuador,35,12,0,0,2,2
Romania,155,35,3,0,0,0
Pakistan,51,24,1,0,0,0
Philippines,127,23,1,0,12,6
Republic of Korea,7024,-229,1137,303,75,0
Luxembourg,37,0,0,0,1,0
Mexico,52,12,1,0,0,0
Malaysia,511,305,42,10,0,0
Indonesia,111,0,2,0,4,0
Serbia,41,0,0,0,0,0
Finland,266,57,1,0,0,0
China,9086,-910,68799,936,3231,13
United Arab Emirates,75,13,23,0,0,0
Saudi Arabia,102,0,1,0,0,0
Panama,42,16,0,0,1,0
Qatar,401,64,0,0,0,0
Dominican Republic,5,0,0,0,0,0
Greece,327,101,0,0,4,2
Colombia,24,0,0,0,0,0
South Africa,51,13,0,0,0,0
Peru,71,28,0,0,0,0
Thailand,78,39,35,0,1,0
Argentina,53,11,1,0,2,0
Ukraine,2,0,0,0,1,0
Algeria,36,12,10,0,3,0
Iceland,138,0,0,0,0,0
Singapore,138,31,105,0,0,0
Egypt,98,28,26,5,2,0
Croatia,49,12,0,0,0,0
Estonia,205,126,0,0,0,0
Republic of Moldova,23,11,0,0,0,0
Morocco,27,10,0,0,1,0
Slovenia,219,78,0,0,0,0
Lithuania,14,5,0,0,0,0
Belarus,33,15,3,0,0,0
Armenia,26,18,0,0,0,0
Hungary,37,6,1,0,1,1
New Zealand,6,0,0,0,0,0
Iraq,91,31,24,0,9,0
Azerbaijan,13,0,6,0,0,0
Kazakhstan,6,0,0,0,0,0
Kuwait,107,0,5,0,0,0
Bosnia and Herzegovina,18,0,0,0,0,0
Cameroon,3,0,0,0,0,0
Tunisia,18,2,0,0,0,0
Slovakia,61,17,0,0,0,0
Bulgaria,49,8,0,0,2,0
Latvia,31,1,0,0,0,0
North Macedonia,13,0,0,0,0,0
Uzbekstan,4,4,0,0,0,0
Puerto Rico,3,3,0,0,0,0
Andorra,1,0,1,0,0,0
Cyprus,33,12,0,0,0,0
Lebanon,95,6,1,0,3,0
Costa Rica,23,0,0,0,0,0
Afghanistan,16,6,0,0,0,0
Bahrain,160,9,60,0,1,1
Réunion,9,3,0,0,0,0
Cuba,4,0,0,0,0,0
Cote d Ivoire,3,0,0,0,0,0
Oman,13,2,9,0,0,0
Uruguay,4,4,0,0,0,0
Malta,21,9,0,0,0,0
Ghana,2,0,0,0,0,0
Honduras,2,0,0,0,0,0
San Marino,85,0,2,0,5,0
Burkina Faso,3,0,0,0,0,0
occupied Palestinian territory,38,0,0,0,0,0
Albania,41,4,0,0,1,0
Jordan,5,5,1,0,0,0
Nigeria,2,0,0,0,0,0
Faroe Islands,11,2,0,0,0,0
Bolivia (Plurinational State of),11,8,0,0,0,0
Mayotte,1,1,0,0,0,0
Kenya,1,1,0,0,0,0
Venezuela,2,0,0,0,0,0
Vietnam,41,4,16,0,0,0
Georgia,33,3,0,0,0,0
Democratic Republic of the Congo,2,0,0,0,0,0
Jersey,2,2,0,0,0,0
Guernsey,1,1,0,0,0,0
Martinique,15,5,0,0,0,0
Guinea,1,0,0,0,0,0
Sri Lanka,18,8,1,0,0,0
Senegal,24,5,2,0,0,0
Guadeloupe,6,6,0,0,0,0
International conveyance (Diamond Princess),247,-16,458,31,7,0
Bangladesh,5,2,0,0,0,0
Gibraltar,1,0,0,0,0,0
Rwanda,5,5,0,0,0,0
Trinidad & Tobago,2,1,0,0,0,0
Paraguay,8,2,0,0,0,0
Liechtenstein,7,3,0,0,0,0
Monaco,9,7,0,0,0,0
Brunei Darussalam,50,10,0,0,0,0
French Guiana,7,0,0,0,0,0
Guatemala,0,0,0,0,1,1
Cambodia,11,5,1,0,0,0
Jamaica,10,2,0,0,0,0
Congo,1,1,0,0,0,0
Ethiopia,1,0,0,0,0,0
French Polynesia,3,0,0,0,0,0
Togo,1,0,0,0,0,0
Cayman Islands,0,0,0,0,1,1
Gabon,1,1,0,0,0,0
Saint Martin,2,0,0,0,0,0
Guyana,3,3,0,0,1,0
Antigua & Barbuda,1,0,0,0,0,0
Mongolia,1,0,0,0,0,0
Saint Lucia,1,1,0,0,0,0
Namibia,2,0,0,0,0,0
Eq.Guinea,1,0,0,0,0,0
Curaçao,2,2,0,0,0,0
Seychelles,2,2,0,0,0,0
Sudan,0,-1,0,0,1,1
Central African Republic,1,1,0,0,0,0
Suriname,1,1,0,0,0,0
Nepal,0,0,1,0,0,0
Swaziland,1,0,0,0,0,0
Holy See,1,0,0,0,0,0
Saint Vincent and the Grenadines,1,0,0,0,0,0
Maldives,13,3,0,0,0,0
Saint Barthelemy,3,3,0,0,0,0
Bhutan,1,0,0,0,0,0
Mauritania,1,0,0,0,0,0
