Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,42503,10017,178,0,533,124
Italy,50418,3780,7432,408,6077,601
Germany,28741,3792,422,183,119,28
Spain,27552,3275,3355,780,2182,462
The United Kingdom,6180,871,135,42,335,54
France,16796,3039,2200,613,860,186
Turkey,1492,286,0,0,37,7
Iran (Islamic Republic of),13324,1284,7913,0,1812,127
Belgium,3305,269,350,60,88,13
Canada,2053,615,14,2,24,4
Netherlands,4584,559,0,0,213,34
Brazil,1521,0,0,0,25,0
Switzerland,7991,1040,3,0,66,6
Portugal,2023,438,14,11,23,11
Austria,3894,675,9,0,21,5
Israel,1404,371,37,0,1,0
Sweden,1974,85,17,0,25,2
Russian Federation,420,41,17,1,1,0
Norway,2563,308,0,0,10,3
Australia,1675,611,27,0,7,0
Ireland,1119,217,0,0,6,2
Czechia,1228,115,7,1,1,0
India,440,74,23,0,8,1
Poland,614,0,13,0,7,0
Chile,622,-1,8,0,2,1
Japan,813,-32,285,70,42,1
Denmark,1435,54,1,0,24,11
Ecuador,525,26,0,0,7,0
Romania,538,203,31,0,7,6
Pakistan,863,108,6,4,6,2
Philippines,411,73,18,1,33,8
Republic of Korea,5684,-200,3166,257,111,7
Luxembourg,867,77,0,0,8,0
Mexico,313,65,1,0,2,0
Malaysia,1365,208,139,0,14,4
Indonesia,521,64,9,0,49,1
Serbia,246,26,0,0,3,1
Finland,689,74,10,0,1,0
China,5165,-318,73299,458,3283,7
United Arab Emirates,155,42,41,3,2,0
Saudi Arabia,546,51,16,0,0,0
Panama,310,68,0,0,3,0
Qatar,464,3,37,4,0,0
Dominican Republic,70,0,0,0,2,0
Greece,659,69,19,0,17,2
Colombia,233,24,0,0,2,1
South Africa,402,128,0,0,0,0
Peru,389,76,1,1,5,0
Thailand,668,115,52,7,1,0
Argentina,261,41,1,0,4,0
Ukraine,69,25,1,1,3,0
Algeria,201,29,12,0,17,0
Iceland,587,20,0,0,1,0
Singapore,355,42,152,12,2,0
Egypt,279,22,68,12,19,5
Croatia,309,109,5,0,1,0
Estonia,352,26,0,0,0,0
Republic of Moldova,107,15,1,0,1,0
Morocco,134,26,5,2,4,0
Slovenia,439,27,0,0,3,1
Lithuania,158,19,1,0,1,0
Belarus,67,6,22,7,0,0
Armenia,233,45,2,0,0,0
Hungary,153,33,7,0,7,3
New Zealand,102,0,0,0,0,0
Iraq,181,25,62,5,23,3
Azerbaijan,61,7,10,0,1,0
Kazakhstan,60,4,0,0,0,0
Kuwait,159,1,30,0,0,0
Bosnia and Herzegovina,128,37,2,2,1,0
Cameroon,56,16,0,0,0,0
Tunisia,86,14,0,0,3,0
Slovakia,178,-6,7,7,1,0
Bulgaria,195,14,3,0,3,0
Latvia,180,41,0,0,0,0
North Macedonia,133,48,1,1,2,2
Uzbekstan,46,3,0,0,0,0
Puerto Rico,22,2,0,0,1,0
Andorra,131,19,1,0,1,0
Cyprus,115,21,0,0,1,0
Lebanon,255,22,8,0,4,0
Costa Rica,156,41,0,0,2,0
Afghanistan,41,1,0,0,1,1
Bahrain,188,5,149,0,2,0
Réunion,64,17,0,0,0,0
Cuba,20,0,0,0,1,0
Cote d Ivoire,24,0,1,0,0,0
Oman,49,11,17,0,0,0
Uruguay,158,23,0,0,0,0
Malta,90,17,0,0,0,0
Ghana,25,5,0,0,2,1
Honduras,26,2,0,0,0,0
Mauritius,32,10,2,2,2,0
San Marino,129,0,2,0,20,0
Burkina Faso,90,26,5,0,4,1
occupied Palestinian territory,42,0,17,0,0,0
Montenegro,27,13,0,0,0,0
Albania,102,28,0,0,2,0
Niger,2,0,0,0,0,0
Jordan,126,15,1,0,0,0
Nigeria,33,5,2,0,1,1
Kyrgyzstan,16,2,0,0,0,0
Faroe Islands,115,23,0,0,0,0
Bolivia (Plurinational State of),24,5,0,0,0,0
Mayotte,14,3,0,0,0,0
Kenya,16,1,0,0,0,0
Venezuela,77,7,0,0,0,0
Vietnam,106,10,17,0,0,0
Georgia,58,7,3,0,0,0
Democratic Republic of the Congo,34,6,0,0,2,0
Jersey,15,0,0,0,0,0
Guernsey,17,0,0,0,0,0
Martinique,32,0,0,0,0,0
Guinea,2,0,0,0,0,0
Sri Lanka,91,11,1,0,0,0
Senegal,71,9,8,3,0,0
Guadeloupe,56,5,0,0,0,0
International conveyance (Diamond Princess),128,-119,574,116,10,3
Isle of Man,2,0,0,0,0,0
Bangladesh,26,6,5,0,2,0
Guam,26,12,0,0,1,0
The Republic of Djibouti,1,0,0,0,0,0
Gibraltar,15,5,0,0,0,0
Rwanda,17,0,0,0,0,0
Trinidad & Tobago,50,41,0,0,0,0
Paraguay,21,0,0,0,1,0
Madagascar,12,9,0,0,0,0
Liechtenstein,46,10,0,0,0,0
Monaco,23,0,0,0,0,0
Brunei Darussalam,87,3,4,0,0,0
French Guiana,18,3,0,0,0,0
Guatemala,17,1,0,0,1,0
The Republic of El Salvador,1,0,0,0,0,0
Cambodia,82,-11,2,0,0,0
Aruba,8,3,0,0,0,0
Jamaica,18,3,0,0,1,0
Barbados,5,0,0,0,0,0
Uganda,9,8,0,0,0,0
Congo,4,0,0,0,0,0
Ethiopia,7,0,4,0,0,0
United States Virgin Islands,6,0,0,0,0,0
French Polynesia,17,2,0,0,0,0
Togo,15,0,1,0,0,0
Cayman Islands,2,0,0,0,1,0
Bermuda,2,0,0,0,0,0
The Republic of Zambia,3,0,0,0,0,0
Gabon,5,1,0,0,1,0
Eritrea,1,0,0,0,0,0
Saint Martin,5,1,0,0,0,0
Guyana,4,0,0,0,1,0
Bahamas,4,0,0,0,0,0
The Republic of Haiti,2,0,0,0,0,0
Benin,2,0,0,0,0,0
Myanmar,2,2,0,0,0,0
Tanzania,12,0,0,0,0,0
New Caledonia,5,1,0,0,0,0
Antigua & Barbuda,1,0,0,0,0,0
The Republic of Fiji,2,0,0,0,0,0
Syrian ArabRepublic,1,1,0,0,0,0
Mongolia,10,0,0,0,0,0
Saint Lucia,2,0,0,0,0,0
Angola,3,1,0,0,0,0
Namibia,3,0,0,0,0,0
Eq.Guinea,9,0,0,0,0,0
Curaçao,2,0,0,0,1,0
Grenada,1,1,0,0,0,0
Seychelles,7,0,0,0,0,0
Greenland,2,0,0,0,0,0
Sudan,1,0,0,0,1,0
Central African Republic,4,1,0,0,0,0
Mozambique,1,0,0,0,0,0
Zimbabwe,1,-1,0,0,1,1
Suriname,5,0,0,0,0,0
Chad,1,0,0,0,0,0
Liberia,3,0,0,0,0,0
Nepal,1,1,1,0,0,0
Swaziland,5,1,0,0,0,0
Somalia,1,0,0,0,0,0
Holy See,1,0,0,0,0,0
Saint Vincent and the Grenadines,1,0,0,0,0,0
Maldives,13,0,0,0,0,0
Belize,1,1,0,0,0,0
Saint Barthelemy,3,0,0,0,0,0
Montserrat,1,0,0,0,0,0
Cabo Verde,3,0,0,0,0,0
Nicaragua,2,0,0,0,0,0
Bhutan,2,0,0,0,0,0
Mauritania,2,0,0,0,0,0
